rule_id,from_ziffer,to_ziffer,direction,legal_basis,quote,verified,verified_at,source
excl_man_8_7,8,7,mutual,"GOÄ Anmerkungen zu den Nummern 5, 6, 7, 8 (Abschnitt B I)","Die Leistung nach Nummer 5 ist neben den Leistungen nach den Nummern 6 bis 8 nicht berechnungsfaehig. / Nummer 6 ist neben 5, 7 und/oder 8 nicht berechnungsfaehig. / Nummer 7 ist neben 5, 6 und/oder 8 nicht berechnungsfaehig. / Nummer 8 ist neben 5, 6, 7 und/oder 800 nicht berechnungsfaehig.",true,2026-07-25,manual_verification
excl_man_422_423,422,423,mutual,GOÄ Anmerkung zu den Nummern 422 bis 424 (Abschnitt C),Die Leistungen nach den Nummern 422 bis 424 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_422_424,422,424,mutual,GOÄ Anmerkung zu den Nummern 422 bis 424 (Abschnitt C),Die Leistungen nach den Nummern 422 bis 424 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_423_422,423,422,mutual,GOÄ Anmerkung zu den Nummern 422 bis 424 (Abschnitt C),Die Leistungen nach den Nummern 422 bis 424 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_423_424,423,424,mutual,GOÄ Anmerkung zu den Nummern 422 bis 424 (Abschnitt C),Die Leistungen nach den Nummern 422 bis 424 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_424_422,424,422,mutual,GOÄ Anmerkung zu den Nummern 422 bis 424 (Abschnitt C),Die Leistungen nach den Nummern 422 bis 424 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_424_423,424,423,mutual,GOÄ Anmerkung zu den Nummern 422 bis 424 (Abschnitt C),Die Leistungen nach den Nummern 422 bis 424 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_650_651,650,651,mutual,GOÄ Anmerkung zu den Nummern 650 bis 653 (Abschnitt F),Die Leistungen nach den Nummern 650 bis 653 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_650_652,650,652,mutual,GOÄ Anmerkung zu den Nummern 650 bis 653 (Abschnitt F),Die Leistungen nach den Nummern 650 bis 653 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_650_653,650,653,mutual,GOÄ Anmerkung zu den Nummern 650 bis 653 (Abschnitt F),Die Leistungen nach den Nummern 650 bis 653 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_651_650,651,650,mutual,GOÄ Anmerkung zu den Nummern 650 bis 653 (Abschnitt F),Die Leistungen nach den Nummern 650 bis 653 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_651_652,651,652,mutual,GOÄ Anmerkung zu den Nummern 650 bis 653 (Abschnitt F),Die Leistungen nach den Nummern 650 bis 653 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_651_653,651,653,mutual,GOÄ Anmerkung zu den Nummern 650 bis 653 (Abschnitt F),Die Leistungen nach den Nummern 650 bis 653 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_652_650,652,650,mutual,GOÄ Anmerkung zu den Nummern 650 bis 653 (Abschnitt F),Die Leistungen nach den Nummern 650 bis 653 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_652_651,652,651,mutual,GOÄ Anmerkung zu den Nummern 650 bis 653 (Abschnitt F),Die Leistungen nach den Nummern 650 bis 653 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_652_653,652,653,mutual,GOÄ Anmerkung zu den Nummern 650 bis 653 (Abschnitt F),Die Leistungen nach den Nummern 650 bis 653 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_653_650,653,650,mutual,GOÄ Anmerkung zu den Nummern 650 bis 653 (Abschnitt F),Die Leistungen nach den Nummern 650 bis 653 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_653_651,653,651,mutual,GOÄ Anmerkung zu den Nummern 650 bis 653 (Abschnitt F),Die Leistungen nach den Nummern 650 bis 653 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_653_652,653,652,mutual,GOÄ Anmerkung zu den Nummern 650 bis 653 (Abschnitt F),Die Leistungen nach den Nummern 650 bis 653 sind nicht nebeneinander berechnungsfaehig.,true,2026-07-25,manual_verification
excl_man_A_B,A,B,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe A,"Der Zuschlag nach Buchstabe A ist neben den Zuschlägen nach den Buchstaben B, C und/oder D nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_A_C,A,C,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe A,"Der Zuschlag nach Buchstabe A ist neben den Zuschlägen nach den Buchstaben B, C und/oder D nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_A_D,A,D,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe A,"Der Zuschlag nach Buchstabe A ist neben den Zuschlägen nach den Buchstaben B, C und/oder D nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_C_B,C,B,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe C,Neben dem Zuschlag nach Buchstabe C ist der Zuschlag nach Buchstabe B nicht berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_E_F,E,F,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe E,"Der Zuschlag nach Buchstabe E ist neben Zuschlägen nach den Buchstaben F, G und/oder H nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_E_G,E,G,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe E,"Der Zuschlag nach Buchstabe E ist neben Zuschlägen nach den Buchstaben F, G und/oder H nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_E_H,E,H,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe E,"Der Zuschlag nach Buchstabe E ist neben Zuschlägen nach den Buchstaben F, G und/oder H nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_F_45,F,45,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe F,"Der Zuschlag nach Buchstabe F ist neben den Leistungen nach den Nummern 45, 46, 48 und 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_F_46,F,46,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe F,"Der Zuschlag nach Buchstabe F ist neben den Leistungen nach den Nummern 45, 46, 48 und 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_F_48,F,48,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe F,"Der Zuschlag nach Buchstabe F ist neben den Leistungen nach den Nummern 45, 46, 48 und 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_F_52,F,52,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe F,"Der Zuschlag nach Buchstabe F ist neben den Leistungen nach den Nummern 45, 46, 48 und 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_G_45,G,45,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe G,"Der Zuschlag nach Buchstabe G ist neben den Leistungen nach den Nummern 45, 46, 48 und 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_G_46,G,46,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe G,"Der Zuschlag nach Buchstabe G ist neben den Leistungen nach den Nummern 45, 46, 48 und 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_G_48,G,48,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe G,"Der Zuschlag nach Buchstabe G ist neben den Leistungen nach den Nummern 45, 46, 48 und 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_G_52,G,52,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe G,"Der Zuschlag nach Buchstabe G ist neben den Leistungen nach den Nummern 45, 46, 48 und 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_G_F,G,F,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe G,Neben dem Zuschlag nach Buchstabe G ist der Zuschlag nach Buchstabe F nicht berechnungsfähig.,true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_H_45,H,45,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe H,"Der Zuschlag nach Buchstabe H ist neben den Leistungen nach den Nummern 45, 46, 48 und 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_H_46,H,46,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe H,"Der Zuschlag nach Buchstabe H ist neben den Leistungen nach den Nummern 45, 46, 48 und 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_H_48,H,48,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe H,"Der Zuschlag nach Buchstabe H ist neben den Leistungen nach den Nummern 45, 46, 48 und 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_H_52,H,52,one_way,GOÄ Anmerkung zu Zuschlag Buchstabe H,"Der Zuschlag nach Buchstabe H ist neben den Leistungen nach den Nummern 45, 46, 48 und 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_45_1,45,1,one_way,GOÄ Anmerkung zu Nummer 45,"Anstelle oder neben der Visite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_45_3,45,3,one_way,GOÄ Anmerkung zu Nummer 45,"Anstelle oder neben der Visite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_45_4,45,4,one_way,GOÄ Anmerkung zu Nummer 45,"Anstelle oder neben der Visite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_45_5,45,5,one_way,GOÄ Anmerkung zu Nummer 45,"Anstelle oder neben der Visite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_45_6,45,6,one_way,GOÄ Anmerkung zu Nummer 45,"Anstelle oder neben der Visite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_45_7,45,7,one_way,GOÄ Anmerkung zu Nummer 45,"Anstelle oder neben der Visite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_45_8,45,8,one_way,GOÄ Anmerkung zu Nummer 45,"Anstelle oder neben der Visite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_45_15,45,15,one_way,GOÄ Anmerkung zu Nummer 45,"Anstelle oder neben der Visite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_45_48,45,48,one_way,GOÄ Anmerkung zu Nummer 45,"Anstelle oder neben der Visite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_46_1,46,1,one_way,GOÄ Anmerkung zu Nummer 46,"Anstelle oder neben der Zweitvisite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 45, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_46_3,46,3,one_way,GOÄ Anmerkung zu Nummer 46,"Anstelle oder neben der Zweitvisite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 45, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_46_4,46,4,one_way,GOÄ Anmerkung zu Nummer 46,"Anstelle oder neben der Zweitvisite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 45, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_46_5,46,5,one_way,GOÄ Anmerkung zu Nummer 46,"Anstelle oder neben der Zweitvisite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 45, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_46_6,46,6,one_way,GOÄ Anmerkung zu Nummer 46,"Anstelle oder neben der Zweitvisite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 45, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_46_7,46,7,one_way,GOÄ Anmerkung zu Nummer 46,"Anstelle oder neben der Zweitvisite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 45, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_46_8,46,8,one_way,GOÄ Anmerkung zu Nummer 46,"Anstelle oder neben der Zweitvisite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 45, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_46_15,46,15,one_way,GOÄ Anmerkung zu Nummer 46,"Anstelle oder neben der Zweitvisite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 45, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_46_45,46,45,one_way,GOÄ Anmerkung zu Nummer 46,"Anstelle oder neben der Zweitvisite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 45, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_46_48,46,48,one_way,GOÄ Anmerkung zu Nummer 46,"Anstelle oder neben der Zweitvisite im Krankenhaus sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7, 8, 15, 45, 48, 50 und/oder 51 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_48_1,48,1,one_way,GOÄ Anmerkung zu Nummer 48,"Die Leistung nach Nummer 48 ist neben den Leistungen nach den Nummern 1, 50, 51 und/oder 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_48_50,48,50,one_way,GOÄ Anmerkung zu Nummer 48,"Die Leistung nach Nummer 48 ist neben den Leistungen nach den Nummern 1, 50, 51 und/oder 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_48_51,48,51,one_way,GOÄ Anmerkung zu Nummer 48,"Die Leistung nach Nummer 48 ist neben den Leistungen nach den Nummern 1, 50, 51 und/oder 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_48_52,48,52,one_way,GOÄ Anmerkung zu Nummer 48,"Die Leistung nach Nummer 48 ist neben den Leistungen nach den Nummern 1, 50, 51 und/oder 52 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_27_1,27,1,one_way,GOÄ Anmerkung zu Nummer 27,"Neben der Leistung nach Nummer 27 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8 297, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_27_3,27,3,one_way,GOÄ Anmerkung zu Nummer 27,"Neben der Leistung nach Nummer 27 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8 297, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_27_5,27,5,one_way,GOÄ Anmerkung zu Nummer 27,"Neben der Leistung nach Nummer 27 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8 297, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_27_6,27,6,one_way,GOÄ Anmerkung zu Nummer 27,"Neben der Leistung nach Nummer 27 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8 297, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_27_7,27,7,one_way,GOÄ Anmerkung zu Nummer 27,"Neben der Leistung nach Nummer 27 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8 297, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_27_8,27,8,one_way,GOÄ Anmerkung zu Nummer 27,"Neben der Leistung nach Nummer 27 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8 297, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_27_297,27,297,one_way,GOÄ Anmerkung zu Nummer 27,"Neben der Leistung nach Nummer 27 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8 297, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_27_3500,27,3500,one_way,GOÄ Anmerkung zu Nummer 27,"Neben der Leistung nach Nummer 27 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8 297, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_27_3511,27,3511,one_way,GOÄ Anmerkung zu Nummer 27,"Neben der Leistung nach Nummer 27 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8 297, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_27_3650,27,3650,one_way,GOÄ Anmerkung zu Nummer 27,"Neben der Leistung nach Nummer 27 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8 297, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_27_3652,27,3652,one_way,GOÄ Anmerkung zu Nummer 27,"Neben der Leistung nach Nummer 27 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8 297, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_260_355,260,355,one_way,GOÄ Anmerkung zu Nummer 260,"Die Leistung nach Nummer 260 ist neben Leistungen nach den Nummern 355 bis 361, 626 bis 632 und/oder 648 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_260_356,260,356,one_way,GOÄ Anmerkung zu Nummer 260,"Die Leistung nach Nummer 260 ist neben Leistungen nach den Nummern 355 bis 361, 626 bis 632 und/oder 648 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_260_357,260,357,one_way,GOÄ Anmerkung zu Nummer 260,"Die Leistung nach Nummer 260 ist neben Leistungen nach den Nummern 355 bis 361, 626 bis 632 und/oder 648 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_260_360,260,360,one_way,GOÄ Anmerkung zu Nummer 260,"Die Leistung nach Nummer 260 ist neben Leistungen nach den Nummern 355 bis 361, 626 bis 632 und/oder 648 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_260_361,260,361,one_way,GOÄ Anmerkung zu Nummer 260,"Die Leistung nach Nummer 260 ist neben Leistungen nach den Nummern 355 bis 361, 626 bis 632 und/oder 648 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_260_626,260,626,one_way,GOÄ Anmerkung zu Nummer 260,"Die Leistung nach Nummer 260 ist neben Leistungen nach den Nummern 355 bis 361, 626 bis 632 und/oder 648 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_260_627,260,627,one_way,GOÄ Anmerkung zu Nummer 260,"Die Leistung nach Nummer 260 ist neben Leistungen nach den Nummern 355 bis 361, 626 bis 632 und/oder 648 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_260_628,260,628,one_way,GOÄ Anmerkung zu Nummer 260,"Die Leistung nach Nummer 260 ist neben Leistungen nach den Nummern 355 bis 361, 626 bis 632 und/oder 648 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
excl_man_260_629,260,629,one_way,GOÄ Anmerkung zu Nummer 260,"Die Leistung nach Nummer 260 ist neben Leistungen nach den Nummern 355 bis 361, 626 bis 632 und/oder 648 nicht berechnungsfähig.",true,2026-09-12,manual_verification:coverage_sprint_batch1
